Date,Open,High,Low,Close,Volume,Adj Close
2006-10-02,75.09999,75.86999,74.30003,74.86003000000001,178159800,10.0455
2006-10-03,74.44997,74.94998000000001,73.18997,74.08001999999999,197677200,9.94083
2006-10-04,74.09997,75.46,73.16001,75.37999,207270700,10.115269999999999
2006-10-05,74.52998000000001,76.16,74.13,74.83,170970800,10.04147
2006-10-06,74.42000999999999,75.04,73.81003,74.22001999999999,116739700,9.95962
2006-10-09,73.80001999999999,75.07996999999999,73.53003000000001,74.63001,109555600,10.01463
2006-10-10,74.53999,74.58003000000001,73.08,73.81003,132897100,9.9046
2006-10-11,73.41999,73.97999,72.60001,73.23001,142963800,9.82677
2006-10-12,73.60996999999999,75.39,73.60003,75.26001,148213800,10.099169999999999
2006-10-13,75.63003,76.88002,74.73998,75.01998,171049200,10.06696
2006-10-16,75.19001,75.88,74.79003,75.40001,127173200,10.11796
2006-10-17,75.04,75.27002,74.03998,74.29002,120231300,9.96901
2006-10-18,74.74999,75.36998,73.90999000000001,74.52998000000001,283476900,10.00121
2006-10-19,79.26002,79.95000999999999,78.15997,78.99003,378244300,10.59971
2006-10-20,78.97001,79.98998,78.66999,79.95000999999999,159853400,10.72852
2006-10-23,79.98998,81.9,79.75001999999999,81.45998,208126800,10.93115
2006-10-24,81.21001,81.67999,80.19998000000001,81.04999000000001,115803100,10.87613
2006-10-25,81.35001,82.00003000000001,81.01002,81.67999,121303700,10.96067
2006-10-26,81.9,82.6,81.13,82.19001,108189200,11.029110000000001
2006-10-27,81.74999,82.44999,80.01,80.40998,148741600,10.79025
2006-10-30,79.98998,80.89998,79.49998000000001,80.41999,124979400,10.79159
2006-10-31,81.44997,81.67999,80.23001,81.08001999999999,125368600,10.88016
2006-11-01,81.09997,81.37997,78.36003000000001,79.15999000000001,152798100,10.62251
2006-11-02,78.92003000000001,79.32001,78.50003000000001,78.98002,116370800,10.598360000000001
2006-11-03,79.35998000000001,79.53001,77.79002,78.29003,107972200,10.50577
2006-11-06,78.94999,80.05998000000001,78.43003,79.70998,108644200,10.69632
2006-11-07,80.45002,81.00001,80.12998,80.51001,131483100,10.80367
2006-11-08,80.02001,82.69001999999999,79.89001999999999,82.44999,172729200,11.064
2006-11-09,82.90002,84.68999000000001,82.12001,83.33997,230763400,11.18343
2006-11-10,83.54997,83.60002,82.49996999999999,83.12003,93466100,11.15391
2006-11-13,83.21999,84.45003,82.63996999999999,84.35,112668500,11.31896
2006-11-14,84.80003,85.00001999999999,83.89997,85.00001999999999,147238700,11.406189999999999
2006-11-15,85.05,85.90001,84.0,84.04998,163830800,11.2787
2006-11-16,84.87003,86.29999000000001,84.61999,85.61,173485200,11.48804
2006-11-17,85.14001999999999,85.93998,85.00001999999999,85.85003,116606000,11.52025
2006-11-20,85.4,86.99999,85.20000999999999,86.47001999999999,142698500,11.60345
2006-11-21,87.41999,88.59998,87.11003000000001,88.59998,155666700,11.88927
2006-11-22,88.99002,90.75003000000001,87.85,90.31000999999999,167985300,12.118739999999999
2006-11-24,89.53,93.07998,89.49996999999999,91.63,129669400,12.295869999999999
2006-11-27,92.50997,93.15999000000001,89.49996999999999,89.54001,268709000,12.015410000000001
2006-11-28,90.35999,91.96999,89.91003,91.80996999999999,259043400,12.32002
2006-11-29,92.99996999999999,93.14998,90.25001999999999,91.80003,289270800,12.31868
2006-11-30,92.21002,92.68,91.05999,91.66003,217621600,12.2999
2006-12-01,91.80003,92.33,90.10001,91.31997,198769900,12.25426
2006-12-04,91.87997,92.05,90.49999,91.11998,177384200,12.22743
2006-12-05,91.65002,92.33,90.87001,91.26999,165709600,12.24756
2006-12-06,90.63999,91.38996999999999,89.67,89.83001999999999,159546100,12.05433
2006-12-07,90.03001,90.49999,86.90003,87.04003,251206900,11.67994
2006-12-08,87.23001,89.39,86.99999,88.25999,196069300,11.843639999999999
2006-12-11,88.9,89.29998,88.04999000000001,88.74999,124945100,11.9094
2006-12-12,88.60999,88.84000999999999,85.52999,86.13996999999999,256655000,11.55916
2006-12-13,87.95003,89.07003,87.15,89.05001,214263000,11.94966
2006-12-14,89.05001,89.99998000000001,88.25999,88.55,208082700,11.88256
2006-12-15,89.01998,89.21996999999999,87.32996999999999,87.72001,184984800,11.771180000000001
2006-12-18,87.62999,88.00001,84.59003,85.47,180394200,11.46925
2006-12-19,84.73003,86.68002,83.61997,86.31,227851400,11.58197
2006-12-20,86.47001999999999,86.67000999999999,84.73997,84.75999,141922900,11.37398
2006-12-21,84.7,85.48001,82.20002,82.90002,225899800,11.12439
2006-12-22,83.46002,84.03997,81.59998,82.20002,153325900,11.03045
2006-12-26,82.14997,82.56997,80.88996999999999,81.51003,122672200,10.93786
2006-12-27,78.15003,82.00003000000001,76.76998,81.51997,483938700,10.9392
2006-12-28,80.22,81.24998000000001,79.64999,80.87002,279969200,10.851980000000001
2006-12-29,83.95002,85.4,83.35999,84.84,269107300,11.38471
2007-01-03,86.28998,86.57999000000001,81.9,83.80001,309579900,11.24516
2007-01-04,84.04998,85.94999,83.82003,85.65998,211815100,11.49475
2007-01-05,85.77002,86.20003,84.39998,85.05,208685400,11.412889999999999
2007-01-08,85.96,86.53001,85.28002,85.47,199276700,11.46925
2007-01-09,86.45,92.98002,85.15003,92.57003,837324600,12.42201
2007-01-10,94.74996999999999,97.80001,93.45,96.99998000000001,738220000,13.01647
2007-01-11,95.93997,96.77996999999999,95.09997,95.79997,360063200,12.85544
2007-01-12,94.59002,95.06,93.22999,94.61998,328172600,12.69709
2007-01-16,95.67999,97.25001999999999,95.44997,97.10001,311019100,13.02989
2007-01-17,97.55998000000001,97.60002,94.81997,94.95003,411565000,12.74138
2007-01-18,92.09998,92.10999,89.05001,89.07003,591151400,11.95234
2007-01-19,88.63001,89.64998,88.11999,88.50001999999999,341118400,11.87585
2007-01-22,89.14003000000001,89.15998,85.64997,86.78999,363506500,11.64638
2007-01-23,85.72998,87.51001,85.50997,85.70002,301856100,11.500119999999999
2007-01-24,86.68002,87.15,86.07998,86.69997,231953400,11.6343
2007-01-25,87.11003000000001,88.50001999999999,86.03,86.25001,226493400,11.57392
2007-01-26,87.11003000000001,87.37001,84.99001,85.37998,246718500,11.45717
2007-01-29,86.29999000000001,86.64999,85.52999,85.93998,225416100,11.53232
2007-01-30,86.42998,86.48997,85.24999,85.55001,144492600,11.479989999999999
2007-01-31,84.86001999999999,85.99996999999999,84.35,85.72998,214017300,11.50414
2007-02-01,86.22999,86.27003,84.73997,84.73997,166085500,11.37129
2007-02-02,84.11998,85.24999,83.69998000000001,84.74998000000001,155382500,11.372630000000001
2007-02-05,84.30001999999999,85.22997,83.94001,83.94001,144713100,11.26395
2007-02-06,84.45003,84.46998,82.85998000000001,84.15001,216098400,11.292119999999999
2007-02-07,84.47999,86.38,83.54997,86.14998,266706300,11.5605
2007-02-08,85.43003,86.50999,85.41001,86.18001,169757700,11.56453
2007-02-09,85.87999,86.20003,83.20998,83.26997,215135200,11.17403
2007-02-12,84.43001,85.17999,83.62998,84.87997,181017900,11.390080000000001
2007-02-13,85.15997,85.29003,84.30001999999999,84.7,145246500,11.36593
2007-02-14,84.63,85.64003000000001,84.57001,85.29997,126995400,11.446439999999999
2007-02-15,85.43997,85.62001,84.78001,85.21002,90915300,11.43437
2007-02-16,85.24999,85.41001,84.66003,84.82999000000001,99967000,11.38337
2007-02-20,84.65002,86.15999000000001,84.16001999999999,85.90001,154425600,11.52696
2007-02-21,85.98002,89.49003,85.96,89.20002,288828400,11.96979
2007-02-22,90.80001,90.81002,88.52998000000001,89.50998,209556200,12.01138
2007-02-23,89.15998,90.33997,88.85002,89.07003,129473400,11.95234
2007-02-26,89.84003,89.99998000000001,87.60996999999999,88.51003,153962200,11.8772
2007-02-27,86.29999000000001,87.08,83.40997,83.93,286453300,11.2626
2007-02-28,82.99998000000001,85.59999,82.99998000000001,84.60998000000001,229868800,11.35385
2007-03-01,84.03003000000001,88.30996999999999,83.75003000000001,87.05998000000001,353882200,11.68262
2007-03-02,86.76997,87.53997,85.21002,85.41001,215000100,11.4612
2007-03-05,85.89,88.65003,85.76001,86.32001,209724900,11.58332
2007-03-06,87.80001999999999,88.30996999999999,87.39997,88.18999000000001,180796700,11.83425
2007-03-07,88.04999000000001,88.97,87.45002,87.72001,156571100,11.771180000000001
2007-03-08,88.58997,88.72003000000001,87.46003,88.00001,127752800,11.808760000000001
2007-03-09,88.79997,88.85002,87.39997,87.96998,112959000,11.804730000000001
2007-03-12,88.07001,89.98997,87.99,89.86999,182352100,12.05969
2007-03-13,89.41001999999999,90.60002,88.39999,88.39999,216972700,11.86243
2007-03-14,88.59998,89.99998000000001,87.92,89.99998000000001,199146500,12.07713
2007-03-15,89.96001,90.35999,89.30999,89.56997,139874700,12.01943
2007-03-16,89.54001,89.98997,89.32,89.58999,142926000,12.02212
2007-03-19,90.24001,91.54999000000001,89.58999,91.12999,178240300,12.228769999999999
2007-03-20,91.35,91.84,91.05999,91.47999,122229100,12.275739999999999
2007-03-21,91.99001,93.99999,91.65002,93.87,171724000,12.59645
2007-03-22,93.73,94.36,92.99996999999999,93.96002,140373100,12.60853
2007-03-23,93.34997,94.06999,93.29999000000001,93.52,112721000,12.549489999999999
2007-03-26,93.98998,95.9,93.29999000000001,95.85002,216246800,12.86215
2007-03-27,95.71002,96.83001999999999,95.00001,95.45998,233013200,12.80981
2007-03-28,94.88003,95.39999,93.14998,93.24,235584300,12.51191
2007-03-29,94.18997,94.18997,92.22997,93.75001999999999,181430900,12.58035
2007-03-30,94.27999,94.67997,92.75,92.91001999999999,150139500,12.46763
2007-04-02,94.13999,94.25003000000001,93.01999,93.64999,125498100,12.566930000000001
2007-04-03,94.13999,95.23003,93.76003,94.5,145983600,12.68099
2007-04-04,94.94001999999999,95.14001,94.12998,94.26998,119196000,12.65013
2007-04-05,94.11997,94.67997,93.52,94.67997,88879000,12.70514
2007-04-09,95.21001,95.30003,93.04001,93.64999,103335400,12.566930000000001
2007-04-10,93.67000999999999,94.25997,93.41003,94.25003000000001,88116700,12.64745
2007-04-11,93.90003,93.95000999999999,92.33,92.58998000000001,137254600,12.42469
2007-04-12,92.03999,92.30998000000001,90.72,92.19,164168900,12.37101
2007-04-13,90.89997,91.39998,90.05996999999999,90.24001,179985400,12.10934
2007-04-16,90.56999,91.50001,90.25001999999999,91.43001,152258400,12.26903
2007-04-17,92.00001999999999,92.29997,89.70003,90.34998,187980100,12.1241
2007-04-18,90.16,90.84999,89.6,90.40003,116011000,12.13082
2007-04-19,90.19003000000001,91.24996999999999,89.83001999999999,90.26997,106478400,12.11336
2007-04-20,90.89003000000001,91.17997,90.54997,90.96996999999999,130694900,12.2073
2007-04-23,91.59003,93.8,91.42,93.50999,195072500,12.54814
2007-04-24,93.96002,96.39,91.30001999999999,93.24,263813200,12.51191
2007-04-25,94.23001,95.39999,93.8,95.35001,296786000,12.795060000000001
2007-04-26,101.58001,102.50001999999999,98.30001999999999,98.84,434444500,13.263379999999998
2007-04-27,98.17997,99.94999,97.68997,99.92003000000001,174850900,13.40831
2007-04-30,100.08999,100.99999,99.66999,99.79998,154127400,13.3922
2007-05-01,99.58998000000001,100.34997,98.54999000000001,99.47,133130900,13.347920000000002
2007-05-02,99.64997,100.54002,99.47,100.39001,126286300,13.471379999999998
2007-05-03,100.73,101.45002,100.00998,100.40002,144019400,13.47272
2007-05-04,100.8,101.60003,100.49998000000001,100.81000999999999,95496800,13.52774
2007-05-07,101.08,104.34998,101.01,103.91996999999999,215389300,13.94506
2007-05-08,103.47001,105.15001000000001,103.42003000000001,105.05998999999998,195999300,14.09804
2007-05-09,104.90998,106.96,104.89003000000001,106.87998999999999,179439400,14.342270000000001
2007-05-10,106.63002,108.83998999999999,105.92001,107.34003,299314400,14.404000000000002
2007-05-11,107.74001000000001,109.13,106.78003000000001,108.74003,163424100,14.591870000000002
2007-05-14,109.62,110.00003000000001,108.25003000000001,109.36001999999999,162986600,14.675070000000002
2007-05-15,109.57002,110.20002,106.48001000000001,107.52,238628600,14.42815
2007-05-16,108.53003000000001,108.82998,103.42003000000001,107.34003,281691900,14.404000000000002
2007-05-17,107.14998,109.86997,107.14998,109.44003000000001,183822800,14.6858
2007-05-18,110.22998,110.63996999999999,109.77001000000001,110.01998,155336300,14.76363
2007-05-21,110.30998999999998,112.45002,110.05001000000001,111.97998,159973100,15.026639999999999
2007-05-22,112.49,113.75,112.01001000000001,113.54,143102400,15.23598
2007-05-23,114.01998999999999,114.99999,112.59003,112.88998000000001,227843700,15.14875
2007-05-24,112.80996999999999,114.46002,110.36998,110.69001999999999,221840500,14.853539999999999
2007-05-25,112.0,113.78003000000001,111.49999,113.62001000000001,158239900,15.246720000000002
2007-05-29,114.45,114.85999,112.68999,114.34997,161423500,15.34467
2007-05-30,114.29999,118.88002,113.52998999999998,118.76998,369611200,15.93779
2007-05-31,120.07002,122.17002,119.53998999999999,121.19001999999999,324266600,16.262539999999998
2007-06-01,121.09998999999999,121.19001999999999,118.28998,118.40003,221315500,15.88815
2007-06-04,118.62998,121.73,117.90001000000001,121.33003000000001,221668300,16.28133
2007-06-05,121.41003,122.68998,120.50003000000001,122.67003000000001,230196400,16.46114
2007-06-06,122.30001000000001,124.05001000000001,121.95001,123.64003000000001,278060300,16.59131
2007-06-07,124.98996000000001,127.61,123.18999,124.07003999999999,478769900,16.64901
2007-06-08,125.82003999999999,125.82996999999999,122.29,124.49003,310420600,16.705370000000002
2007-06-11,126.0,126.15,119.53998999999999,120.19,468564600,16.12835
2007-06-12,119.34998999999999,121.70998,118.31001,120.37998,356641600,16.15384
2007-06-13,121.14998,121.19001999999999,115.39997,117.49996999999999,430338300,15.767370000000001
2007-06-14,117.20003,119.45002,116.42001,118.75003000000001,243316500,15.935120000000001
2007-06-15,120.62001000000001,120.66998000000001,119.86001999999999,120.50003000000001,202804700,16.16995
2007-06-18,123.28,125.18002,122.53997,125.09001,227651200,16.78588
2007-06-19,124.69001999999999,125.00998999999999,122.91,123.65997,235756500,16.59398
2007-06-20,123.86996,124.66,121.49998000000001,121.55003,224378000,16.31085
2007-06-21,121.69997,124.28997,120.71996999999999,123.90001000000001,216761300,16.62619
2007-06-22,123.85002,124.44998999999999,122.38002,123.00001,157969000,16.50542
2007-06-25,124.19001000000002,125.09001,121.06003,122.33998000000001,241350900,16.41685
2007-06-26,123.98001000000001,124.00003000000001,118.71999,119.65001000000001,336251300,16.055889999999998
2007-06-27,120.61,122.04003,119.25998,121.89003000000001,243674200,16.35647
2007-06-28,122.36,122.48998999999999,120.00001999999999,120.56002,209535900,16.178
2007-06-29,121.97003000000001,124.00003000000001,121.08998999999999,122.04003,284460400,16.3766
2007-07-02,121.05001999999999,122.09,119.30001999999999,121.26003,248715600,16.271929999999998
2007-07-03,121.99999,127.40001000000001,121.49998000000001,127.16996999999999,290620400,17.064989999999998
2007-07-05,128.8,132.96997,128.69003,132.75003,363262900,17.813779999999998
2007-07-06,133.12999,133.33999,130.39999,132.3,218673700,17.75339
2007-07-09,132.38001,132.89997,129.18003000000002,130.32998999999998,248955000,17.48904
2007-07-10,128.88001,134.50003,128.81001,132.34999,313751900,17.7601
2007-07-11,132.06998000000002,133.7,131.30999,132.39003,205443000,17.76547
2007-07-12,133.85001,134.23997,132.39003,134.07002,176152200,17.99091
2007-07-13,135.03001,137.85002,134.51998,137.72997,226901500,18.482039999999998
2007-07-16,138.39,139.97999,137.50002,138.1,234028200,18.5317
2007-07-17,138.29997,139.60002,137.50002,138.91003,177489900,18.64039
2007-07-18,138.19001,138.43998,136.04003,138.12001,189214200,18.53438
2007-07-19,140.30002,140.80997,139.65001,140.0,183222900,18.78666
2007-07-20,141.64997,144.17998,140.0,143.74997,291943400,19.28987
2007-07-23,143.31002,145.21997,140.93001999999998,143.69998999999999,259122500,19.283160000000002
2007-07-24,138.88,141.00002,134.15003000000002,134.89,448823200,18.10095
2007-07-25,137.35001,138.35998,134.99997,137.25999,374045700,18.418979999999998
2007-07-26,145.91003,148.50003,136.95997,145.99998,546657300,19.5918
2007-07-27,146.19003,148.92003,143.78001,143.84999,290274600,19.30329
2007-07-30,144.32998999999998,145.44998999999999,139.56999,141.43003000000002,276747100,18.97855
2007-07-31,142.97003,143.47999,131.51998999999998,131.76003,440598200,17.68093
2007-08-01,133.64001000000002,135.38,127.77001000000001,134.99997,437539200,18.1157
2007-08-02,136.65,136.95997,134.15003000000002,136.48998999999998,213161200,18.31565
2007-08-03,135.26003,135.95001000000002,131.49997,131.84996999999998,169796900,17.692999999999998
2007-08-06,132.89997,135.27003,128.29998999999998,135.25001,231292600,18.14926
2007-08-07,134.93998,137.23996,132.62998000000002,135.03001,237484100,18.11973
2007-08-08,136.75998,136.86001000000002,131.99998,134.01004,202024200,17.982860000000002
2007-08-09,131.11,133.0,125.09001,126.38996999999999,281348900,16.96032
2007-08-10,123.11998999999999,127.75,120.29998,124.99998000000001,352687300,16.7738
2007-08-13,128.32001,129.35,126.50001,127.78997,188227900,17.14819
2007-08-14,128.28999,128.29998999999998,123.71001000000001,124.02998999999998,184751700,16.643639999999998
2007-08-15,122.74003,124.85996999999999,119.65001000000001,119.89998999999999,248213000,16.08943
2007-08-16,117.00997,118.49999,111.61997,117.05001000000001,466672500,15.70699
2007-08-17,122.01,123.50001999999999,119.81998,122.05998000000001,298765600,16.379279999999998
2007-08-20,123.95998999999999,124.49996999999999,120.50003000000001,122.21999,200829300,16.40075
2007-08-21,122.20998999999999,128.96001,120.99996999999999,127.57003999999999,325761800,17.118679999999998
2007-08-22,131.21997,132.75003,130.32998999999998,132.51,265441400,17.781570000000002
2007-08-23,133.09001999999998,133.33999,129.75998,131.07003999999998,216709500,17.58834
2007-08-24,130.52998,135.36999,129.81003,135.29998999999998,227958500,18.15596
2007-08-27,133.38997,134.65998000000002,132.10001,132.25002,176859900,17.74669
2007-08-28,130.99002,132.40997,126.63,126.81998,294841400,17.01803
2007-08-29,129.88003999999998,134.17999,129.53996999999998,134.08002,291715200,17.99225
2007-08-30,132.67002,138.25,132.3,136.25003,358895600,18.28345
2007-08-31,139.48997,139.65001,137.40999,138.48002,219221800,18.58269
2007-09-04,139.94001,145.72998,139.83998,144.16003,329210700,19.34489
2007-09-05,144.96999,145.84003,136.10002,136.75998,582055600,18.351879999999998
2007-09-06,135.55997,137.57002,132.70999,135.00998,475315400,18.11705
2007-09-07,132.00999,132.3,130.00001,131.77003,357644000,17.682270000000003
2007-09-10,136.99,138.04,133.94997,136.71,371959700,18.34517
2007-09-11,137.90001,138.29997,133.74998,135.48996,242971400,18.18145
2007-09-12,135.98997,139.40003000000002,135.75002,136.84999,255692500,18.363960000000002
2007-09-13,138.83003,138.99998,136.65,137.2,164040800,18.41093
2007-09-14,136.57,138.98003,136.19998,138.81,151830000,18.62697
2007-09-17,138.98996,140.59003,137.59999,138.41002,198342900,18.5733
2007-09-18,139.05997,142.84999,137.83,140.92001000000002,266022400,18.91011
2007-09-19,143.02002,143.16001,139.40003000000002,140.77,256720100,18.88999
2007-09-20,140.15,141.78996999999998,139.32002,140.31003,172960200,18.82826
2007-09-21,141.14003,144.65003000000002,140.31003,144.15001,284720100,19.34355
2007-09-24,146.73001000000002,149.84999,146.65001,148.28002,263040400,19.89776
2007-09-25,146.83998,153.22,146.82003999999998,153.18001999999998,298137700,20.55529
2007-09-26,154.46998,155.00002,151.24998,152.77003,243817000,20.50027
2007-09-27,153.76998,154.52003,152.32,154.50001,164549700,20.73242
2007-09-28,153.44,154.59996999999998,152.75001,153.47003,153775300,20.59421
2007-10-01,154.63,157.40998000000002,152.92998,156.34003,209267100,20.979329999999997
2007-10-02,156.55003,158.58997,155.89,158.44997,198017400,21.26247
2007-10-03,157.78001,159.18,157.01,157.92,173129600,21.19135
2007-10-04,158.00001,158.08003,153.49999,156.24,164239600,20.96591
2007-10-05,158.37003,161.58003,157.69998999999999,161.45002,235867800,21.66505
2007-10-08,163.48996,167.90998000000002,162.97001,167.90998000000002,208982200,22.53191
2007-10-09,170.20002,171.11003,166.68001,167.86,276071600,22.5252
2007-10-10,167.54998,167.88002,165.59999,166.78999,166897500,22.38162
